"","id","name","release_date","publisher","categories","user_rating","expert_rating","game_mode"
"780",311340,"METAL GEAR SOLID V: GROUND ZEROES","2014-12-18","Konami Digital Entertainment","Single-player",0.82,0.8,1
"781",311560,"Assassin’s Creed® Rogue","2015-03-09","Ubisoft","Single-player",0.81,0.74,1
"782",311690,"Enter the Gungeon","2016-04-05","Devolver Digital","Single-player",0.94,0.84,1
"783",311730,"DEAD OR ALIVE 5 Last Round: Core Fighters","2015-03-30","KOEI TECMO GAMES CO., LTD.","Single-player Multi-player",0.63,0.69,0
"784",312450,"Order of Battle: World War II","2015-04-30","Slitherine Ltd.","Single-player Multi-player",0.7,0.81,0
"785",312520,"Rain World","2017-03-28","Adult Swim Games","Single-player Local Multi-Player",0.85,0.66,0
"786",312530,"Duck Game","2015-06-04","Adult Swim Games","Single-player Multi-player",0.96,0.82,0
"787",312660,"Sniper Elite 4","2017-02-13","Rebellion","Single-player Multi-player",0.85,0.78,0
"788",312670,"Strange Brigade","2018-08-27","Rebellion","Single-player",0.77,0.68,1
"789",313010,"Cities XXL","2015-02-05","Focus Home Interactive","",0.31,0.47,0
"790",313160,"Farming Simulator 15","2014-10-30","Giants Software","Single-player Multi-player   Multiplayer",0.91,0.64,0
"791",313630,"The Solus Project","2016-06-07","Teotl Studios","Single-player",0.81,0.68,1
"792",314410,"Rampage Knights","2015-09-04","Rake in Grass","Single-player Multi-player Online Multi-Player Local Multi-Player   Local    Multiplayer",0.92,0.8,0
"793",314660,"Oddworld: New 'n' Tasty","2015-02-25","Oddworld Inhabitants, Inc.","Single-player",0.88,0.86,1
"794",314710,"Mighty No. 9","2016-06-23","Deep Silver","Single-player Multi-player Online Multi-Player",0.5,0.52,0
"795",314790,"Silence","2016-11-15","Daedalic Entertainment","Single-player",0.86,0.75,1
"796",316790,"Grim Fandango Remastered","2015-01-26","Double Fine Productions","Single-player",0.9,0.84,1
"797",317820,"Guild of Dungeoneering","2015-07-14","Versus Evil","Single-player",0.75,0.72,1
"798",318020,"Act of Aggression - Reboot Edition","2015-09-02","Focus Home Interactive","Single-player Multi-player",0.61,0.71,0
"799",318230,"Convoy","2015-04-21","Indietopia Games ","Single-player",0.79,0.72,1
"800",318600,"The Flame in the Flood","2016-02-24","The Molasses Flood;Curve Digital","Single-player",0.76,0.73,1
"801",319510,"Five Nights at Freddy's","2014-08-19","Scott Cawthon","Single-player",0.88,0.78,1
"802",320040,"Moon Hunters","2016-03-10","Kitfox Games","Single-player Multi-player",0.77,0.62,0
"803",320240,"We Happy Few","2018-08-10","Gearbox Publishing","Single-player",0.7,0.62,1
"804",320300,"Car Mechanic Simulator 2015","2015-04-23","PlayWay S.A.","Single-player",0.91,0.68,1
"805",322190,"SteamWorld Heist","2016-06-07","Image & Form Games","Single-player",0.96,0.81,1
"806",322330,"Don't Starve Together","2016-04-21","Klei Entertainment","Single-player Multi-player   Multiplayer",0.96,0.83,0
"807",322500,"SUPERHOT","2016-02-25","SUPERHOT Team","Single-player",0.87,0.82,1
"808",322910,"Warhammer 40,000: Regicide","2015-09-08","Hammerfall Publishing","Single-player Multi-player Online Multi-Player Local Multi-Player   Multiplayer",0.71,0.72,0
"809",323060,"Tharsis","2016-01-11","Choice Provisions","Single-player",0.69,0.61,1
"810",323190,"Frostpunk","2018-04-24","11 bit studios","Single-player",0.88,0.84,1
"811",323320,"Grow Home","2015-02-04","Ubisoft","Single-player",0.91,0.75,1
"812",323380,"The Magic Circle","2015-07-09","Question","Single-player",0.93,0.79,1
"813",323580,"Jotun: Valhalla Edition","2015-09-29","Thunder Lotus Games","Single-player",0.78,0.79,1
"814",323850,"Move or Die","2016-01-21","Those Awesome Guys","Single-player Multi-player   Multiplayer",0.87,0.8,0
"815",324160,"CLANNAD","2015-11-23","Sekai Project","Single-player",0.98,0.83,1
"816",324800,"Shadow Warrior 2","2016-10-13","Devolver Digital","Single-player",0.88,0.78,1
"817",325610,"Total War: ATTILA","2015-02-17","SEGA","Single-player Multi-player",0.73,0.8,0
"818",326160,"Shroud of the Avatar: Forsaken Virtues","2018-03-27","Portalarium","Single-player Multi-player    Multiplayer",0.51,0.58,0
"819",326410,"Windward","2015-05-12","Tasharen Entertainment Inc.","Single-player Multi-player   Multiplayer",0.8,0.61,0
"820",327030,"Worms W.M.D","2016-08-23","Team17 Digital Ltd","Single-player Multi-player",0.8,0.79,0
"821",327410,"A Bird Story","2014-11-07","Freebird Games","Single-player",0.84,0.66,1
"822",327890,"I am Bread","2015-04-09","Bossa Studios","Single-player",0.78,0.6,1
"823",329490,"Phantom Breaker: Battle Grounds","2015-01-23","Degica","Single-player Online Multi-Player Local Multi-Player  Local",0.84,0.64,0
"824",330820,"2064: Read Only Memories","2015-10-06","MidBoss, LLC.;AGM PLAYISM","Single-player",0.78,0.8,1
"825",331480,"Pinstripe","2017-04-24","Armor Games Studios","Single-player",0.89,0.71,1
"826",332200,"Axiom Verge","2015-05-14","Thomas Happ Games LLC","Single-player",0.94,0.8,1
"827",332800,"Five Nights at Freddy's 2","2014-11-10","Scott Cawthon","Single-player",0.9,0.62,1
"828",333930,"Dirty Bomb®","2015-06-01","Warchest Ltd.","Multi-player Online Multi-Player",0.8,0.63,0
"829",335000,"Tormentum - Dark Sorrow","2015-03-04","OhNoo Studio","Single-player",0.94,0.72,1
"830",335300,"DARK SOULS™ II: Scholar of the First Sin","2015-04-01","BANDAI NAMCO Entertainment;FromSoftware, Inc","Single-player Multi-player",0.86,0.79,0
"831",335670,"LISA","2014-12-15","Dingaling Productions, LLC","Single-player",0.96,0.77,1
"832",337000,"Deus Ex: Mankind Divided","2016-08-23","Square Enix;Feral Interactive (Linux);Feral Interactive (Mac)","Single-player",0.69,0.83,1
"833",337340,"Finding Paradise","2017-12-14","Freebird Games","Single-player",0.98,0.81,1
"834",338390,"The Technomancer","2016-06-28","Focus Home Interactive","Single-player",0.69,0.56,1
"835",339200,"Oceanhorn: Monster of Uncharted Seas","2015-03-17","Cornfox & Bros.","Single-player",0.8,0.74,1
"836",339230,"ZOMBI","2015-08-18","Ubisoft","Single-player",0.65,0.65,1
"837",340170,"FINAL FANTASY TYPE-0™ HD","2015-08-18","Square Enix","Single-player",0.6,0.69,1
"838",341800,"Keep Talking and Nobody Explodes","2015-10-08","Steel Crate Games","Local Multi-Player  Local",0.98,0.71,0
"839",341940,"Hatred","2015-06-01","Destructive Creations","Single-player",0.78,0.43,1
"840",342180,"Arizona Sunshine","2016-12-06","Vertigo Games","Single-player Multi-player Online Multi-Player",0.85,0.81,0
"841",343100,"Overture","2015-02-02","Black Shell Media","Single-player",0.79,0.76,1
"842",343710,"Kholat","2015-06-09","IMGN.PRO","Single-player",0.69,0.64,1
"843",343860,"Tacoma","2017-08-01","Fullbright","Single-player",0.85,0.76,1
"844",344850,"Big Pharma","2015-08-27","Positech Games","Single-player",0.75,0.72,1
"845",345180,"Victor Vran ARPG","2015-07-24","EuroVideo Medien","Single-player Multi-player  Local   Multiplayer",0.88,0.75,0
"846",346110,"ARK: Survival Evolved","2017-08-27","Studio Wildcard","Single-player Multi-player",0.69,0.7,0
"847",346940,"Shadowrun: Hong Kong - Extended Edition","2015-08-20","Paradox Interactive","Single-player",0.85,0.81,1
"848",347830,"Fairy Fencer F","2015-08-04","Idea Factory International","Single-player",0.91,0.66,1
"849",350080,"Wolfenstein: The Old Blood","2015-05-04","Bethesda Softworks","Single-player",0.88,0.76,1
"850",350640,"Sherlock Holmes: The Devil's Daughter","2016-06-10","Bigben Interactive","Single-player",0.74,0.65,1
"851",350740,"The Bug Butcher","2016-01-19","Awfully Nice Studios","Single-player Local",0.91,0.81,0
"852",351920,"Crazy Machines 3","2016-10-18","Daedalic Entertainment","Single-player",0.96,0.71,1
"853",351940,"The Descendant","2016-03-24","Microids Indie;Microids","Single-player",0.87,0.59,1
"854",351970,"Tales of Zestiria","2015-10-19","BANDAI NAMCO Entertainment","Single-player",0.85,0.77,1
"855",352400,"LEGO® Jurassic World","2015-06-11","Warner Bros. Interactive Entertainment;Feral Interactive (Mac)","Single-player",0.86,0.72,1
"856",353640,"Train Valley","2015-09-16","Flazm","Single-player",0.89,0.69,1
"857",353700,"The Deadly Tower of Monsters","2016-01-19","SEGA","Single-player",0.88,0.73,1
"858",354140,"Five Nights at Freddy's 3","2015-03-02","Scott Cawthon","Single-player",0.88,0.68,1
"859",355790,"Styx: Shards of Darkness","2017-03-14","Focus Home Interactive","Single-player",0.8,0.72,1
"860",356040,"Sheltered","2016-03-15","Team17 Digital Ltd","Single-player",0.79,0.62,1
"861",356400,"Thumper","2016-10-10","Drool","Single-player",0.92,0.86,1
"862",356570,"Party Hard","2015-08-25","tinyBuild","Single-player Local",0.88,0.64,0
"863",358130,"Curious Expedition","2016-09-02","Maschinen-Mensch","Single-player",0.89,0.74,1
"864",359320,"Elite Dangerous","2015-04-02","Frontier Developments","Single-player Multi-player",0.7,0.8,0
"865",360170,"How to Survive 2","2016-09-08","505 Games","Single-player Multi-player Online Multi-Player Local Multi-Player",0.7,0.69,0
"866",360430,"Mafia III","2016-10-06","2K;Aspyr (Mac)","Single-player",0.49,0.62,1
"867",360740,"Downwell","2015-10-15","Devolver Digital","Single-player",0.97,0.81,1
"868",360830,"Yooka-Laylee","2017-04-11","Team17 Digital Ltd","Single-player Local Multi-Player Local",0.75,0.73,0
"869",361280,"Turmoil","2016-06-02","Gamious","Single-player",0.9,0.73,1
"870",361300,"Mother Russia Bleeds","2016-09-05","Devolver Digital","Single-player Local Multi-Player Local",0.86,0.7,0
"871",362680,"Fran Bow","2015-08-27","Killmonday Games AB","Single-player",0.96,0.7,1
"872",362890,"Black Mesa","2015-05-05","Crowbar Collective","Single-player Multi-player Online Multi-Player  Multiplayer",0.93,0.84,0
"873",362960,"Tyranny","2016-11-10","Paradox Interactive","Single-player",0.86,0.8,1
"874",363440,"Mega Man Legacy Collection / ロックマン クラシックス コレクション","2015-08-24","Capcom","Single-player",0.81,0.85,1
"875",363600,"Holy Potatoes! A Weapon Shop?!","2015-07-13","Daedalic Entertainment;Daylight Studios","Single-player",0.74,0.69,1
"876",363680,"Battlefleet Gothic: Armada","2016-04-21","Focus Home Interactive","Single-player Multi-player",0.68,0.77,0
"877",364360,"Total War: WARHAMMER","2016-05-24","SEGA;Feral Interactive (Linux);Feral Interactive (Mac)","Single-player Multi-player",0.75,0.86,0
"878",365160,"Kona","2017-03-17","Parabole;Ravenscourt","Single-player",0.83,0.73,1
"879",365450,"Hacknet","2015-08-12","Fellow Traveller","Single-player",0.93,0.82,1
"880",366320,"Seasons after Fall","2016-09-02","Focus Home Interactive","Single-player",0.82,0.75,1
"881",366910,"The Long Journey Home","2017-05-30","Daedalic Entertainment","Single-player",0.65,0.68,1
"882",367450,"Poly Bridge","2016-07-12","Dry Cactus","Single-player",0.89,0.73,1
"883",367500,"Dragon's Dogma: Dark Arisen","2016-01-15","Capcom","Single-player",0.88,0.81,1
"884",367520,"Hollow Knight","2017-02-24","Team Cherry","Single-player",0.95,0.87,1
"885",368230,"Kingdom: Classic","2015-10-21","Raw Fury","Single-player",0.89,0.74,1
"886",368370,"Her Story","2015-06-24","Sam Barlow","Single-player",0.9,0.86,1
"887",368500,"Assassin's Creed® Syndicate","2015-11-18","Ubisoft","Single-player",0.75,0.74,1
"888",369070,"Slain: Back from Hell","2016-03-24","Digerati Distribution","Single-player",0.71,0.74,1
"889",369990,"Gremlins, Inc.","2016-03-10","The Merchant Guild of Rund (Limited)","Single-player Multi-player Online Multi-Player    Multiplayer",0.85,0.75,0
"890",370910,"Kathy Rain","2016-05-05","Raw Fury","Single-player",0.93,0.77,1
"891",371200,"Halcyon 6: Starbase Commander","2016-09-08","Massive Damage, Inc.","Single-player",0.84,0.71,1
"892",371660,"Far Cry® Primal","2016-02-29","Ubisoft","Single-player",0.76,0.74,1
"893",373420,"Divinity: Original Sin - Enhanced Edition","2015-10-27","Larian Studios","Single-player Multi-player    Multiplayer",0.9,0.94,0
"894",374030,"Virginia","2016-09-22","505 Games","Single-player",0.66,0.74,1
"895",374040,"Portal Knights","2017-05-18","505 Games","Single-player Multi-player",0.81,0.72,0
"896",374320,"DARK SOULS™ III","2016-04-11","FromSoftware, Inc.;BANDAI NAMCO Entertainment","Single-player Multi-player",0.91,0.89,0
"897",375820,"Human Resource Machine","2015-10-15","Tomorrow Corporation","Single-player",0.93,0.78,1
"898",375910,"Anno 2205™","2015-11-02","Ubisoft","Single-player",0.63,0.72,1
"899",375950,"Viridi","2015-08-19","Ice Water Games","Single-player",0.91,0.46,1
"900",376300,"GUILTY GEAR Xrd -SIGN-","2015-12-09","Arc System Works","Single-player Multi-player",0.93,0.84,0
"901",377160,"Fallout 4","2015-11-09","Bethesda Softworks","Single-player",0.71,0.84,1
"902",377840,"FINAL FANTASY IX","2016-04-14","Square Enix","Single-player",0.92,0.84,1
"903",378540,"The Surge","2017-05-15","Focus Home Interactive","Single-player",0.74,0.72,1
"904",378720,"Thea: The Awakening","2015-11-20","MuHa Games","Single-player",0.91,0.73,1
"905",378860,"Project CARS 2","2017-09-21","BANDAI NAMCO Entertainment","Single-player Multi-player Online Multi-Player",0.71,0.84,0
"906",379430,"Kingdom Come: Deliverance","2018-02-13","Warhorse Studios;Deep Silver","Single-player",0.76,0.76,1
"907",379720,"DOOM","2016-05-12","Bethesda Softworks","Single-player Multi-player",0.93,0.85,0
"908",381780,"80 Days","2015-09-28","inkle Ltd","Single-player",0.91,0.84,1
"909",382140,"SKYHILL","2015-10-06","Daedalic Entertainment","Single-player",0.73,0.63,1
"910",383230,"Dungeon Souls","2016-12-02","Black Shell Media","Single-player Local",0.74,0.67,0
"911",383870,"Firewatch","2016-02-09","Panic;Campo Santo","Single-player",0.86,0.81,1
"912",384190,"ABZU","2016-08-02","505 Games","Single-player",0.93,0.83,1
"913",384630,"Aviary Attorney","2015-12-21","Sketchy Logic","Single-player",0.95,0.77,1
"914",385710,"INK","2015-08-05","ZackBellGames","Single-player",0.83,0.68,1
"915",385730,"WWE 2K16","2016-03-10","2K","Single-player Multi-player",0.63,0.74,0
"916",385760,"NBA 2K17","2016-09-20","2K","Single-player Multi-player",0.53,0.9,0
"917",386360,"SMITE®","2015-09-08","Hi-Rez Studios","Multi-player",0.8,0.83,0
"918",386620,"Cook, Serve, Delicious! 2!!","2017-09-13","Vertigo Gaming Inc.","Single-player Local",0.88,0.62,0
"919",387290,"Ori and the Blind Forest: Definitive Edition","2016-04-27","Microsoft Studios","Single-player",0.96,0.88,1
"920",388090,"Five Nights at Freddy's 4","2015-07-23","Scott Cawthon","Single-player",0.93,0.51,1
"921",388210,"Day of the Tentacle Remastered","2016-03-21","Double Fine Productions","Single-player",0.97,0.86,1
"922",388880,"Oxenfree","2016-01-14","Night School Studio","Single-player",0.93,0.8,1
"923",389730,"TEKKEN 7","2017-06-01","BANDAI NAMCO Entertainment","Single-player Multi-player Online Multi-Player Local Multi-Player",0.83,0.82,0
"924",391040,"F1 2016","2016-08-18","Codemasters;Feral Interactive (Mac)","Single-player Multi-player",0.84,0.86,0
"925",391220,"Rise of the Tomb Raider™","2016-02-09","Square Enix;Feral Interactive (Mac);Feral Interactive (Linux)","Single-player",0.93,0.86,1
"926",391540,"Undertale","2015-09-15","tobyfox","Single-player",0.96,0.92,1
"927",391720,"Layers of Fear","2016-02-15","Aspyr","Single-player",0.9,0.72,1
"928",391730,"Crashlands","2016-01-21","Butterscotch Shenanigans","Single-player Local Multi-Player  Local",0.87,0.78,0
"929",394230,"Battleborn","2016-05-03","2K","Single-player Multi-player Online Multi-Player",0.62,0.69,0
"930",394310,"Punch Club","2016-01-08","tinyBuild","Single-player",0.78,0.73,1
"931",394360,"Hearts of Iron IV","2016-06-06","Paradox Interactive","Single-player Multi-player   Multiplayer",0.87,0.83,0
"932",394510,"HELLDIVERS™ A New Hell Edition","2015-12-07","PlayStation Mobile, Inc.","Single-player Multi-player   Local",0.91,0.83,0
"933",394760,"Dead Effect 2","2016-05-06","App Holdings","Single-player Multi-player",0.73,0.53,0
"934",394970,"DEADBOLT","2016-03-14","Hopoo Games","Single-player",0.95,0.76,1
"935",395170,"DISTRAINT: Deluxe Edition","2015-10-21","Jesse Makkonen","Single-player",0.94,0.76,1
"936",396750,"EVERSPACE™","2017-05-25","ROCKFISH Games","Single-player",0.79,0.79,1
"937",397060,"Faeria","2017-03-08","Versus Evil","Single-player Multi-player Online Multi-Player",0.84,0.81,0
"938",397340,"SimplePlanes","2015-12-17","Jundroo, LLC","Single-player",0.91,0.69,1
"939",397950,"Clustertruck","2016-09-27","tinyBuild","Single-player",0.9,0.76,1
"940",398850,"Epistory - Typing Chronicles","2016-03-30","Fishing Cactus;Plug In Digital","Single-player",0.96,0.74,1
"941",400170,"The Incredible Adventures of Van Helsing: Final Cut","2015-11-06","NeocoreGames","Single-player Multi-player",0.72,0.79,0
"942",400630,"Wuppo","2016-09-29","SOEDESCO Publishing","Single-player",0.95,0.78,1
"943",402570,"Atlas Reactor","2016-10-04","Trion Worlds","Multi-player Online Multi-Player",0.82,0.81,0
"944",403640,"Dishonored 2","2016-11-11","Bethesda Softworks","Single-player",0.81,0.86,1
"945",403970,"The Dwarves","2016-12-01","THQ Nordic;EuroVideo Medien","Single-player",0.75,0.61,1
"946",404540,"Nex Machina","2017-06-20","Housemarque","Single-player Local",0.88,0.84,0
"947",404680,"Hob","2017-09-26","Runic Games","Single-player",0.89,0.76,1
"948",405640,"Pony Island","2016-01-04","Daniel Mullins Games","Single-player",0.96,0.86,1
"949",405900,"Disgaea PC / 魔界戦記ディスガイア PC","2016-02-24","NIS America, Inc.","Single-player",0.88,0.74,1
"950",409710,"BioShock™ Remastered","2016-09-15","2K;Feral Interactive (Mac)","Single-player",0.63,0.8,1
"951",410110,"12 is Better Than 6","2015-11-20","HypeTrain Digital","Single-player",0.85,0.74,1
"952",410320,"EARTH DEFENSE FORCE 4.1 The Shadow of New Despair","2016-07-18","D3 PUBLISHER","Single-player Multi-player",0.94,0.79,0
"953",410380,"HEX: Shards of Fate","2016-04-19","Hex Entertainment","Single-player Multi-player Online Multi-Player",0.65,0.87,0
"954",410900,"Forts","2017-04-19","EarthWork Games","Single-player Online Multi-Player",0.79,0.74,0
"955",411300,"ELEX","2017-10-17","THQ Nordic","Single-player",0.75,0.67,1
"956",411830,"SENRAN KAGURA SHINOVI VERSUS","2016-06-01","XSEED Games;Marvelous USA, Inc.;Marvelous","Single-player Multi-player",0.95,0.7,0
"957",412830,"STEINS;GATE","2016-09-08","Spike Chunsoft Co., Ltd.","Single-player",0.98,0.87,1
"958",413150,"Stardew Valley","2016-02-26","ConcernedApe","Single-player Multi-player",0.97,0.89,0
"959",413410,"Danganronpa: Trigger Happy Havoc","2016-02-18","Spike Chunsoft Co., Ltd.","Single-player",0.97,0.82,1
"960",413420,"Danganronpa 2: Goodbye Despair","2016-04-18","Spike Chunsoft Co., Ltd.","Single-player",0.97,0.83,1
"961",414340,"Hellblade: Senua's Sacrifice","2017-08-07","Ninja Theory","Single-player",0.92,0.83,1
"962",414700,"Outlast 2","2017-04-24","Red Barrels","Single-player",0.87,0.75,1
"963",414740,"RAID: World War II","2017-09-26","Starbreeze Publishing AB","Single-player Multi-player Online Multi-Player",0.52,0.53,0
"964",415200,"Motorsport Manager","2016-11-09","SEGA","Single-player",0.9,0.81,1
"965",415590,"Earthfall","2018-07-12","Holospark","Single-player Multi-player Online Multi-Player",0.66,0.61,0
"966",416600,"Full Metal Furies","2018-01-17","Cellar Door Games","Single-player   Local",0.91,0.85,0
"967",416680,"Zombie Night Terror","2016-07-20","Good Shepherd Entertainment","Single-player",0.93,0.81,1
"968",417290,"Ghost of a Tale","2018-03-13","SeithCG","Single-player",0.92,0.75,1
"969",418180,"Tempest: Pirate Action RPG","2016-08-22","HeroCraft","Single-player Multi-player",0.71,0.6,0
"970",418240,"Shadow Tactics: Blades of the Shogun","2016-12-06","Daedalic Entertainment","Single-player",0.96,0.85,1
"971",418370,"RESIDENT EVIL 7 biohazard / BIOHAZARD 7 resident evil","2017-01-23","CAPCOM Co., Ltd.","Single-player",0.92,0.83,1
"972",418460,"Rising Storm 2: Vietnam","2017-05-30","Tripwire Interactive","Multi-player Online Multi-Player",0.78,0.81,0
"973",420530,"OneShot","2016-12-08","Degica","Single-player",0.98,0.8,1
"974",421020,"DiRT 4","2017-06-08","Codemasters;Feral Interactive (Mac);Feral Interactive (Linux)","Single-player Multi-player Online Multi-Player",0.66,0.78,0
"975",421050,"Deponia Doomsday","2016-03-01","Daedalic Entertainment","Single-player",0.87,0.76,1
"976",421120,"Samorost 3","2016-03-24","Amanita Design","Single-player",0.95,0.8,1
"977",422970,"Devil Daggers","2016-02-18","Sorath","Single-player",0.95,0.83,1
"978",423230,"Furi","2016-07-05","The Game Bakers","Single-player",0.9,0.76,1
"979",423580,"Project Highrise","2016-09-08","Kasedo Games","Single-player",0.81,0.73,1
"980",424370,"Wolcen: Lords of Mayhem","2016-03-24","WOLCEN Studio","Single-player Multi-player Online Multi-Player",0.68,0.6,0
"981",424840,"Little Nightmares","2017-04-27","BANDAI NAMCO Entertainment","Single-player",0.89,0.81,1
"982",426790,"Grow Up","2016-08-16","Ubisoft","Single-player",0.89,0.71,1
"983",427290,"Vampyr","2018-06-04","Focus Home Interactive","Single-player",0.73,0.72,1
"984",427520,"Factorio","2016-02-25","Wube Software LTD.","Single-player Multi-player Online Multi-Player Local Multi-Player  Multiplayer",0.99,0.91,0
"985",428550,"Momodora: Reverie Under The Moonlight","2016-03-04","AGM PLAYISM","Single-player",0.94,0.82,1
"986",429660,"Tales of Berseria™","2017-01-26","BANDAI NAMCO Entertainment","Single-player",0.93,0.8,1
"987",429680,"Spellweaver","2016-02-01","Dream Reactor","Single-player Multi-player",0.74,0.63,0
"988",433340,"Slime Rancher","2017-08-01","Monomi Park","Single-player",0.96,0.81,1
"989",433850,"Z1 Battle Royale","2018-02-28","Daybreak Game Company","Multi-player Online Multi-Player",0.55,0.7,0
"990",435120,"Rusty Lake Hotel","2016-01-29","Rusty Lake","Single-player",0.94,0.65,1
"991",435150,"Divinity: Original Sin 2 - Definitive Edition","2017-09-14","Larian Studios","Single-player Multi-player Online Multi-Player Local Multi-Player   Local",0.95,0.93,0
"992",435400,"Hidden Folks","2017-02-15","Adriaan de Jongh","Single-player",0.97,0.78,1
"993",435530,"The Final Station","2016-08-30","tinyBuild","Single-player",0.84,0.76,1
"994",437160,"The Lion's Song: Episode 1 - Silence","2016-07-07","Mi'pu'mi Games GmbH","Single-player",0.94,0.77,1
"995",437920,"Tricky Towers","2016-08-02","WeirdBeard","Single-player Multi-player Online Multi-Player Local Multi-Player",0.9,0.8,0
"996",438740,"Friday the 13th: The Game","2017-05-25","Gun Media","Multi-player",0.7,0.61,0
"997",439190,"Stories: The Path of Destinies","2016-04-12","Spearhead Games","Single-player",0.87,0.74,1
"998",440900,"Conan Exiles","2018-05-08","Funcom","Single-player Multi-player Online Multi-Player",0.7,0.68,0
"999",444090,"Paladins®","2018-05-08","Hi-Rez Studios","Multi-player Online Multi-Player",0.84,0.83,0
"1000",445980,"Wizard of Legend","2018-05-15","Contingent99","Single-player Local",0.88,0.79,0
"1001",446020,"Jalopy - The Road Trip Driving Indie Car Game (公路旅行驾驶游戏)","2018-03-28","Excalibur Games","Single-player",0.76,0.65,1
"1002",446800,"Transport Fever","2016-11-08","Good Shepherd Entertainment","Single-player",0.78,0.71,1
"1003",447020,"Farming Simulator 17","2016-10-24","Focus Home Interactive","Single-player Multi-player   Multiplayer",0.92,0.69,0
"1004",447530,"VA-11 Hall-A: Cyberpunk Bartender Action","2016-06-21","Ysbryd Games;AGM PLAYISM","Single-player",0.98,0.77,1
"1005",447820,"Day of Infamy","2017-03-23","New World Interactive","Online Multi-Player",0.82,0.77,0
"1006",448280,"Job Simulator","2016-04-05","Owlchemy Labs","Single-player",0.87,0.68,1
"1007",448510,"Overcooked","2016-08-03","Team17 Digital Ltd","Single-player Local Multi-Player Local",0.91,0.81,0
"1008",449960,"Book of Demons","2018-12-13","Thing Trunk","Single-player",0.93,0.72,1
"1009",451020,"Battle Chasers: Nightwar","2017-10-03","THQ Nordic","Single-player",0.89,0.78,1
"1010",452570,"Battle Chef Brigade Deluxe","2017-11-20","Adult Swim Games","Single-player Local Multi-Player",0.97,0.8,0
"1011",453090,"Parkitect","2018-11-29","Texel Raptor","Single-player",0.91,0.83,1
"1012",454650,"DRAGON BALL XENOVERSE 2","2016-10-27","BANDAI NAMCO Entertainment","Single-player Multi-player Online Multi-Player",0.79,0.78,0
"1013",455980,"Judgment: Apocalypse Survival Simulation","2018-05-03","Suncrash","Single-player",0.83,0.72,1
"1014",456670,"Hand of Fate 2","2017-11-07","Defiant Development","Single-player",0.87,0.8,1
"1015",457140,"Oxygen Not Included","2017-05-18","Klei Entertainment","Single-player",0.93,0.86,1
"1016",460790,"Bayonetta","2017-04-11","SEGA","Single-player",0.91,0.9,1
"1017",460810,"Vanquish","2017-05-25","SEGA","Single-player",0.88,0.78,1
"1018",460920,"Steep™","2016-12-02","Ubisoft","Single-player Online Multi-Player",0.75,0.72,0
"1019",460950,"Katana ZERO","2019-04-18","Devolver Digital","Single-player",0.98,0.83,1
"1020",461950,"Beat Cop","2017-03-30","11 bit studios","Single-player",0.83,0.71,1
"1021",462770,"Pyre","2017-07-25","Supergiant Games","Single-player Local Multi-Player",0.91,0.82,0
"1022",464060,"RUINER","2017-09-26","Devolver Digital","Single-player",0.91,0.75,1
"1023",464340,"Syberia 3","2017-11-13","Microids","Single-player",0.49,0.51,1
"1024",464920,"Surviving Mars","2018-03-15","Paradox Interactive","Single-player",0.71,0.76,1
"1025",466300,"Planescape: Torment: Enhanced Edition","2017-04-11","Beamdog","Single-player",0.95,0.85,1
"1026",466560,"Northgard","2018-03-07","Shiro Games","Single-player Multi-player Online Multi-Player",0.84,0.8,0
"1027",468920,"Ultimate Fishing Simulator","2018-08-30","Ultimate Games S.A.;PlayWay S.A.","Single-player Multi-player Online Multi-Player",0.84,0.7,0
"1028",469820,"Genital Jousting","2018-01-18","Devolver Digital","Single-player Online Multi-Player Local Multi-Player",0.91,0.68,0
"1029",470260,"Event[0]","2016-09-14","Ocelot Society","Single-player",0.8,0.75,1
"1030",473690,"Absolver","2017-08-29","Devolver Digital","Single-player Online Multi-Player",0.66,0.75,0
"1031",474750,"Reigns","2016-08-11","Devolver Digital","Single-player",0.9,0.77,1
"1032",474960,"Quantum Break","2016-09-29","Microsoft Studios","Single-player",0.84,0.66,1
"1033",475190,"Scanner Sombre","2017-04-26","Introversion Software","Single-player",0.86,0.67,1
"1034",475550,"Beholder","2016-11-09","Alawar Premium","Single-player",0.9,0.75,1
"1035",477160,"Human: Fall Flat","2016-07-22","Curve Digital","Single-player Online Multi-Player Local",0.91,0.7,0
"1036",477770,"Ride 2","2016-10-07","Milestone S.r.l.","Single-player Multi-player Online Multi-Player",0.85,0.67,0
"1037",480430,"Hide and Shriek","2017-10-19","Funcom","Online Multi-Player",0.8,0.68,0
"1038",485510,"Nioh: Complete Edition / 仁王 Complete Edition","2017-11-07","KOEI TECMO GAMES CO., LTD.","Single-player Online Multi-Player",0.79,0.84,0
"1039",487720,"Agony","2018-05-29","Madmind Studio","Single-player",0.47,0.47,1
"1040",489630,"Warhammer 40,000: Gladius - Relics of War","2018-07-12","Slitherine Ltd.","Single-player Multi-player Online Multi-Player    Multiplayer",0.77,0.71,0
"1041",489830,"The Elder Scrolls V: Skyrim Special Edition","2016-10-27","Bethesda Softworks","Single-player",0.76,0.74,1
"1042",491950,"Orwell: Keeping an Eye On You","2016-10-27","Fellow Traveller","Single-player",0.92,0.77,1
